Period Ending,Country/Region,CLDR Territory Code,Product,Reason,Court Orders,"Executive, Police, etc.",Items Requested To Be Removed
2011-06-30,Turkey,TR,Web Search,Defamation,3,3,43
2011-06-30,Turkey,TR,Web Search,Government Criticism,0,1,6
2011-06-30,Turkey,TR,YouTube,Defamation,0,3,16
2011-06-30,Turkey,TR,YouTube,Government Criticism,1,1,10
2011-06-30,Turkey,TR,YouTube,Other,0,1,1
2011-06-30,Turkey,TR,YouTube,Privacy and Security,1,14,122
2011-06-30,United Kingdom,GB,Blogger,Defamation,1,0,1
2011-06-30,United Kingdom,GB,Blogger,Privacy and Security,1,0,1
2011-06-30,United Kingdom,GB,"Google Earth, Google Maps, and Panoramio",Defamation,0,1,1
2011-06-30,United Kingdom,GB,Google Images,Privacy and Security,2,0,67
2011-06-30,United Kingdom,GB,Web Search,Defamation,4,0,14
2011-06-30,United Kingdom,GB,Web Search,Other,1,0,1
2011-06-30,United Kingdom,GB,Web Search,Privacy and Security,2,0,28
2011-06-30,United Kingdom,GB,YouTube,Hate Speech,0,1,1
2011-06-30,United Kingdom,GB,YouTube,National Security,0,6,135
2011-06-30,United Kingdom,GB,YouTube,Other,0,11,20
2011-06-30,United Kingdom,GB,YouTube,Privacy and Security,1,32,61
2011-06-30,United Kingdom,GB,YouTube,Violence,0,2,3
2011-06-30,United States,US,Blogger,Defamation,4,0,22
2011-06-30,United States,US,Blogger,Impersonation,0,1,1
2011-06-30,United States,US,Blogger,Other,5,0,13
2011-06-30,United States,US,Blogger,Privacy and Security,7,1,11
2011-06-30,United States,US,Gmail,Impersonation,1,1,2
2011-06-30,United States,US,Google AdWords,Other,0,1,7
2011-06-30,United States,US,Google Books,Defamation,1,0,1
2011-06-30,United States,US,"Google Earth, Google Maps, and Panoramio",Defamation,1,0,1
2011-06-30,United States,US,"Google Earth, Google Maps, and Panoramio",Other,0,1,1
2011-06-30,United States,US,"Google Earth, Google Maps, and Panoramio",Privacy and Security,0,1,1
2011-06-30,United States,US,Google Groups,Defamation,5,0,379
2011-06-30,United States,US,Google Images,Copyright,1,0,2
2011-06-30,United States,US,Google Photos,Hate Speech,0,2,5
2011-06-30,United States,US,Web Search,Copyright,1,0,2
2011-06-30,United States,US,Web Search,Defamation,17,1,188
2011-06-30,United States,US,Web Search,Impersonation,1,0,1
2011-06-30,United States,US,Web Search,Other,0,1,1
2011-06-30,United States,US,Web Search,Privacy and Security,5,1,6
2011-06-30,United States,US,YouTube,Defamation,1,2,16
2011-06-30,United States,US,YouTube,Government Criticism,0,1,1
2011-06-30,United States,US,YouTube,Hate Speech,0,1,1
2011-06-30,United States,US,YouTube,National Security,0,1,1
2011-06-30,United States,US,YouTube,Other,4,9,29
2011-06-30,United States,US,YouTube,Privacy and Security,1,10,62
2011-06-30,United States,US,YouTube,Violence,0,2,3
2011-12-31,Argentina,AR,AdSense,Hate Speech,2,0,3
2011-12-31,Argentina,AR,Blogger,Defamation,4,0,4
2011-12-31,Argentina,AR,Google Photos,Privacy and Security,1,0,16
2011-12-31,Argentina,AR,Web Search,Defamation,23,1,58
2011-12-31,Argentina,AR,Web Search,Hate Speech,3,0,100
2011-12-31,Argentina,AR,Web Search,Other,1,1,5
2011-12-31,Argentina,AR,Web Search,Privacy and Security,3,2,69
2011-12-31,Argentina,AR,Web Search: Autocomplete,Defamation,0,1,2
2011-12-31,Argentina,AR,Web Search: Autocomplete,Hate Speech,2,0,6
2011-12-31,Argentina,AR,YouTube,Hate Speech,0,1,2
2011-12-31,Argentina,AR,YouTube,Privacy and Security,0,1,1
2011-12-31,Australia,AU,Blogger,Defamation,2,0,2
2011-12-31,Australia,AU,"Google Earth, Google Maps, and Panoramio",Defamation,0,1,1
2011-12-31,Australia,AU,Street View,Privacy and Security,0,1,1
2011-12-31,Australia,AU,Web Search,Defamation,0,2,2
2011-12-31,Australia,AU,Web Search,Privacy and Security,4,1,633
2011-12-31,Australia,AU,YouTube,Privacy and Security,0,5,6
2011-12-31,Australia,AU,YouTube,Violence,0,1,1
2011-12-31,Austria,AT,Web Search,Defamation,4,0,22
2011-12-31,Belgium,BE,Blogger,Defamation,0,1,1
2011-12-31,Belgium,BE,Blogger,Other,1,0,4
2011-12-31,Belgium,BE,YouTube,Adult Content,0,2,2
2011-12-31,Belgium,BE,YouTube,Other,0,1,1
2011-12-31,Belgium,BE,YouTube,Privacy and Security,0,1,2
2011-12-31,Belgium,BE,YouTube,Violence,0,5,5
2011-12-31,Bolivia,BO,YouTube,Defamation,1,0,1
2011-12-31,Brazil,BR,Blogger,Adult Content,2,0,3
2011-12-31,Brazil,BR,Blogger,Copyright,3,0,3
2011-12-31,Brazil,BR,Blogger,Defamation,4,2,6
2011-12-31,Brazil,BR,Blogger,Other,3,0,3
2011-12-31,Brazil,BR,Gmail,Impersonation,1,0,1
2011-12-31,Brazil,BR,Gmail,Other,1,0,1
2011-12-31,Brazil,BR,Google Code,Privacy and Security,2,0,6
2011-12-31,Brazil,BR,"Google Earth, Google Maps, and Panoramio",Defamation,1,0,1
2011-12-31,Brazil,BR,"Google Earth, Google Maps, and Panoramio",Privacy and Security,0,1,1
2011-12-31,Brazil,BR,Google Photos,Other,0,1,1
2011-12-31,Brazil,BR,Google Profiles,Impersonation,1,0,1
2011-12-31,Brazil,BR,Web Search,Defamation,7,1,53
2011-12-31,Brazil,BR,Web Search,Other,2,1,102
2011-12-31,Brazil,BR,YouTube,Adult Content,0,2,2
2011-12-31,Brazil,BR,YouTube,Defamation,54,1,113
2011-12-31,Brazil,BR,YouTube,Hate Speech,2,1,8
2011-12-31,Brazil,BR,YouTube,Other,2,2,7
2011-12-31,Brazil,BR,YouTube,Privacy and Security,4,1,5
2011-12-31,Brazil,BR,YouTube,Trademark,1,1,2
2011-12-31,Brazil,BR,YouTube,Violence,0,3,5
2011-12-31,Brazil,BR,orkut,Adult Content,1,0,9
2011-12-31,Brazil,BR,orkut,Defamation,15,16,76
2011-12-31,Brazil,BR,orkut,Electoral Law,1,0,4
2011-12-31,Brazil,BR,orkut,Hate Speech,0,3,43
2011-12-31,Brazil,BR,orkut,Impersonation,12,15,39
2011-12-31,Brazil,BR,orkut,Other,9,12,43
2011-12-31,Brazil,BR,orkut,Religious Offense,0,2,8
2011-12-31,Brazil,BR,orkut,Violence,0,1,8
2011-12-31,Canada,CA,Blogger,Defamation,2,0,135
2011-12-31,Canada,CA,Blogger,Impersonation,0,1,1
2011-12-31,Canada,CA,Google AdWords,Other,0,1,1
2011-12-31,Canada,CA,"Google Earth, Google Maps, and Panoramio",Privacy and Security,0,1,1
2011-12-31,Canada,CA,Google Places,Privacy and Security,0,1,7
2011-12-31,Canada,CA,Web Search,Defamation,1,0,1
2011-12-31,Canada,CA,Web Search,Privacy and Security,1,0,1
2011-12-31,Canada,CA,YouTube,Defamation,0,4,6
2011-12-31,Canada,CA,YouTube,Government Criticism,0,1,1
2011-12-31,Canada,CA,YouTube,Other,0,3,3
2011-12-31,Canada,CA,YouTube,Privacy and Security,0,1,3
2011-12-31,Canada,CA,YouTube,Violence,0,2,2
2011-12-31,Colombia,CO,Blogger,Defamation,0,1,1
2011-12-31,Colombia,CO,Blogger,Other,0,2,2
2011-12-31,Colombia,CO,Blogger,Privacy and Security,0,1,1
2011-12-31,Cook Islands,CK,Web Search,Defamation,1,0,10
2011-12-31,Cyprus,CY,YouTube,Privacy and Security,0,3,4
2011-12-31,Czechia,CZ,YouTube,Other,0,1,1
2011-12-31,Denmark,DK,YouTube,Privacy and Security,0,1,1
2011-12-31,France,FR,Blogger,Defamation,8,1,16
2011-12-31,France,FR,Google Images,Privacy and Security,1,0,26
2011-12-31,France,FR,Web Search,Defamation,3,0,7
2011-12-31,France,FR,YouTube,Adult Content,0,8,24
2011-12-31,France,FR,YouTube,Defamation,1,0,1
2011-12-31,France,FR,YouTube,Hate Speech,0,3,3
2011-12-31,France,FR,YouTube,Other,0,4,4
2011-12-31,France,FR,YouTube,Privacy and Security,0,3,6
2011-12-31,Germany,DE,Blogger,Defamation,5,0,6
2011-12-31,Germany,DE,Google AdWords,Copyright,1,0,25
2011-12-31,Germany,DE,Google AdWords,Defamation,1,0,27
2011-12-31,Germany,DE,Google AdWords,Other,1,0,2
2011-12-31,Germany,DE,"Google Earth, Google Maps, and Panoramio",Defamation,0,1,1
2011-12-31,Germany,DE,Google Groups,Defamation,2,0,2
2011-12-31,Germany,DE,Web Search,Adult Content,1,6,151
2011-12-31,Germany,DE,Web Search,Defamation,42,2,1256
2011-12-31,Germany,DE,Web Search,Other,2,0,13
2011-12-31,Germany,DE,Web Search,Privacy and Security,1,0,1
2011-12-31,Germany,DE,YouTube,Defamation,2,2,11
2011-12-31,Germany,DE,YouTube,Hate Speech,0,9,38
2011-12-31,Germany,DE,YouTube,National Security,0,1,5
2011-12-31,Germany,DE,YouTube,Other,2,11,85
2011-12-31,Germany,DE,YouTube,Privacy and Security,0,9,17
2011-12-31,Germany,DE,YouTube,Violence,0,2,82
2011-12-31,India,IN,Blogger,Adult Content,0,1,1
2011-12-31,India,IN,Blogger,Defamation,2,9,23
2011-12-31,India,IN,Blogger,Other,1,8,11
2011-12-31,India,IN,Blogger,Privacy and Security,0,1,14
2011-12-31,India,IN,"Google Earth, Google Maps, and Panoramio",Other,0,1,2
2011-12-31,India,IN,Google Images,Impersonation,0,1,3
2011-12-31,India,IN,Google Sites,Defamation,2,0,2
2011-12-31,India,IN,Web Search,Copyright,0,1,1
2011-12-31,India,IN,Web Search,Defamation,0,5,13
2011-12-31,India,IN,Web Search,Other,0,2,11
2011-12-31,India,IN,Web Search,Religious Offense,0,1,1
2011-12-31,India,IN,YouTube,Copyright,0,1,1
2011-12-31,India,IN,YouTube,Defamation,0,19,77
2011-12-31,India,IN,YouTube,Hate Speech,0,10,24
2011-12-31,India,IN,YouTube,Impersonation,0,2,3
2011-12-31,India,IN,YouTube,National Security,0,1,10
2011-12-31,India,IN,YouTube,Other,0,4,6
2011-12-31,India,IN,YouTube,Privacy and Security,0,4,4
2011-12-31,India,IN,YouTube,Religious Offense,0,1,6
2011-12-31,India,IN,YouTube,Violence,0,1,2
2011-12-31,India,IN,orkut,Defamation,0,5,15
2011-12-31,India,IN,orkut,Hate Speech,0,1,1
2011-12-31,India,IN,orkut,Impersonation,0,12,16
2011-12-31,India,IN,orkut,Other,0,5,8
2011-12-31,Indonesia,ID,Blogger,Other,1,0,1
2011-12-31,Israel,IL,Web Search,Other,0,1,74
2011-12-31,Israel,IL,Web Search,Privacy and Security,2,1,3
2011-12-31,Israel,IL,YouTube,Privacy and Security,0,1,2
2011-12-31,Italy,IT,Blogger,Defamation,6,0,17
2011-12-31,Italy,IT,Blogger,Other,0,1,1
2011-12-31,Italy,IT,Blogger,Privacy and Security,1,0,1
2011-12-31,Italy,IT,Google Knol,Defamation,1,0,2
2011-12-31,Italy,IT,Web Search,Defamation,1,2,4
2011-12-31,Italy,IT,Web Search,Other,1,0,2
2011-12-31,Italy,IT,Web Search,Privacy and Security,1,0,1
2011-12-31,Italy,IT,YouTube,Defamation,8,0,13
2011-12-31,Italy,IT,YouTube,Other,1,1,10
2011-12-31,Italy,IT,YouTube,Privacy and Security,0,2,43
2011-12-31,Italy,IT,YouTube,Violence,0,2,2
2011-12-31,Japan,JP,Blogger,Privacy and Security,1,0,3
2011-12-31,Japan,JP,Web Search,Defamation,1,0,11
2011-12-31,Japan,JP,Web Search,Other,1,0,1
2011-12-31,Japan,JP,Web Search,Privacy and Security,1,0,5
2011-12-31,Japan,JP,YouTube,Privacy and Security,0,3,4
2011-12-31,Jordan,JO,YouTube,Defamation,0,1,1
2011-12-31,Kazakhstan,KZ,YouTube,Privacy and Security,0,1,2
2011-12-31,Malaysia,MY,Blogger,Impersonation,0,1,1
2011-12-31,Malta,MT,YouTube,Other,0,1,1
2011-12-31,Malta,MT,YouTube,Privacy and Security,0,1,2
2011-12-31,Mexico,MX,Blogger,Defamation,0,1,1
2011-12-31,Mexico,MX,Blogger,Other,0,1,1
2011-12-31,Netherlands,NL,Blogger,Defamation,0,1,1
2011-12-31,Netherlands,NL,Web Search,Defamation,1,0,1
2011-12-31,New Zealand,NZ,Web Search,Defamation,1,0,3
2011-12-31,North Macedonia,MK,YouTube,Privacy and Security,0,2,2
2011-12-31,Norway,NO,Google AdWords,Defamation,1,0,10
2011-12-31,Norway,NO,YouTube,Hate Speech,0,1,1
2011-12-31,Norway,NO,YouTube,Violence,0,1,12
2011-12-31,Pakistan,PK,Blogger,Privacy and Security,0,1,9
2011-12-31,Pakistan,PK,YouTube,Government Criticism,0,1,6
2011-12-31,Panama,PA,YouTube,Defamation,0,1,1
2011-12-31,Poland,PL,Web Search,Government Criticism,0,1,9
2011-12-31,Poland,PL,YouTube,Religious Offense,0,1,1
2011-12-31,Portugal,PT,Blogger,Defamation,3,0,9
2011-12-31,Russia,RU,Web Search,Defamation,1,0,1
2011-12-31,Russia,RU,Web Search,Privacy and Security,0,1,1
2011-12-31,Russia,RU,YouTube,Defamation,0,2,2
2011-12-31,Singapore,SG,Web Search,Defamation,1,0,2
2011-12-31,Slovenia,SI,YouTube,Privacy and Security,0,1,3
2011-12-31,South Korea,KR,Android Market,Copyright,0,1,1
2011-12-31,South Korea,KR,Android Market,Other,0,5,17
2011-12-31,South Korea,KR,Blogger,Copyright,0,2,27
2011-12-31,South Korea,KR,Blogger,Other,0,2,2
2011-12-31,South Korea,KR,Blogger,Privacy and Security,0,8,11
2011-12-31,South Korea,KR,"Google Earth, Google Maps, and Panoramio",Defamation,0,1,1
2011-12-31,South Korea,KR,Google Places,Defamation,0,1,1
2011-12-31,South Korea,KR,Web Search,Copyright,0,4,4
2011-12-31,South Korea,KR,Web Search,Defamation,0,1,8
2011-12-31,South Korea,KR,Web Search,Other,0,4,26
2011-12-31,South Korea,KR,Web Search,Privacy and Security,0,13,105
2011-12-31,South Korea,KR,YouTube,Privacy and Security,0,51,53
2011-12-31,South Korea,KR,orkut,Privacy and Security,0,6,10
2011-12-31,Spain,ES,Blogger,Defamation,4,0,4
2011-12-31,Spain,ES,Blogger,Impersonation,1,0,1
2011-12-31,Spain,ES,Blogger,Other,5,7,13
2011-12-31,Spain,ES,Blogger,Privacy and Security,1,0,1
2011-12-31,Spain,ES,Gmail,Other,2,0,2
2011-12-31,Spain,ES,Web Search,Privacy and Security,0,14,270
2011-12-31,Spain,ES,YouTube,Adult Content,1,1,2
2011-12-31,Spain,ES,YouTube,Other,2,2,9
2011-12-31,Spain,ES,YouTube,Privacy and Security,2,1,5
2011-12-31,Sweden,SE,Web Search,Defamation,1,0,2
2011-12-31,Switzerland,CH,Blogger,Defamation,2,0,3
2011-12-31,Switzerland,CH,Web Search,Defamation,5,0,62
2011-12-31,Switzerland,CH,YouTube,Privacy and Security,0,1,1
2011-12-31,Taiwan,TW,Google AdWords,Defamation,0,1,1
2011-12-31,Taiwan,TW,Google AdWords,Other,0,2,8
2011-12-31,Taiwan,TW,"Google Earth, Google Maps, and Panoramio",Other,0,1,1
2011-12-31,Taiwan,TW,Web Search,Defamation,0,2,13
2011-12-31,Taiwan,TW,Web Search,Other,0,1,1
2011-12-31,Taiwan,TW,Web Search,Privacy and Security,0,1,3
2011-12-31,Thailand,TH,YouTube,Government Criticism,0,4,149
2011-12-31,Turkey,TR,Blogger,Adult Content,0,4,5
2011-12-31,Turkey,TR,Blogger,Defamation,4,1,10
2011-12-31,Turkey,TR,Blogger,Other,0,1,5
2011-12-31,Turkey,TR,Gmail,Impersonation,1,1,2
2011-12-31,Turkey,TR,"Google Earth, Google Maps, and Panoramio",Government Criticism,0,1,1
2011-12-31,Turkey,TR,Google Groups,Adult Content,0,1,1
2011-12-31,Turkey,TR,Google Photos,Adult Content,1,0,2
2011-12-31,Turkey,TR,Google Videos,Adult Content,0,1,1
2011-12-31,Turkey,TR,Google Videos,Other,0,1,1
2011-12-31,Turkey,TR,Web Search,Defamation,3,0,25
2011-12-31,Turkey,TR,Web Search,Other,6,3,82
2011-12-31,Turkey,TR,YouTube,Defamation,1,1,2
2011-12-31,Turkey,TR,YouTube,Government Criticism,1,3,8
2011-12-31,Turkey,TR,YouTube,Hate Speech,0,1,3
2011-12-31,Turkey,TR,YouTube,Other,0,4,18
2011-12-31,Turkey,TR,YouTube,Privacy and Security,5,0,8
2011-12-31,Ukraine,UA,Web Search,Defamation,1,0,4
2011-12-31,Ukraine,UA,Web Search,Other,1,0,4
2011-12-31,United Kingdom,GB,Blogger,Copyright,1,1,2
2011-12-31,United Kingdom,GB,Blogger,Defamation,1,0,1
2011-12-31,United Kingdom,GB,Blogger,National Security,0,1,7
2011-12-31,United Kingdom,GB,Blogger,Other,0,1,1
2011-12-31,United Kingdom,GB,Blogger,Privacy and Security,0,1,1
2011-12-31,United Kingdom,GB,Google AdWords,Other,2,0,25
2011-12-31,United Kingdom,GB,Google AdWords,Privacy and Security,3,1,30
2011-12-31,United Kingdom,GB,Google Places,Privacy and Security,0,1,1
2011-12-31,United Kingdom,GB,Google Sites,Other,0,1,1
2011-12-31,United Kingdom,GB,Web Search,Copyright,0,1,1
2011-12-31,United Kingdom,GB,Web Search,Defamation,3,0,45
2011-12-31,United Kingdom,GB,Web Search,Other,1,0,1
2011-12-31,United Kingdom,GB,Web Search,Privacy and Security,1,0,2
2011-12-31,United Kingdom,GB,YouTube,Adult Content,0,1,7
2011-12-31,United Kingdom,GB,YouTube,Defamation,0,1,1
2011-12-31,United Kingdom,GB,YouTube,Hate Speech,0,4,13
2011-12-31,United Kingdom,GB,YouTube,National Security,0,2,647
2011-12-31,United Kingdom,GB,YouTube,Other,0,7,9
2011-12-31,United Kingdom,GB,YouTube,Privacy and Security,0,7,37
2011-12-31,United Kingdom,GB,YouTube,Violence,0,7,15
2011-12-31,United States,US,Blogger,Defamation,3,0,4
2011-12-31,United States,US,Blogger,Impersonation,1,0,1
2011-12-31,United States,US,Blogger,Other,6,2,40
2011-12-31,United States,US,Blogger,Privacy and Security,0,1,2
2011-12-31,United States,US,Gmail,Impersonation,0,2,2
2011-12-31,United States,US,Google AdWords,Defamation,1,0,2
2011-12-31,United States,US,Google AdWords,Other,4,2,2084
2011-12-31,United States,US,Google AdWords,Privacy and Security,1,0,5
2011-12-31,United States,US,Google AdWords,Trademark,1,14,82
2011-12-31,United States,US,Google Apps,Other,2,0,4
2011-12-31,United States,US,"Google Earth, Google Maps, and Panoramio",Privacy and Security,0,1,1
2011-12-31,United States,US,Google Groups,Defamation,1,0,1421
2011-12-31,United States,US,Google Groups,Other,1,0,1
2011-12-31,United States,US,Google Places,Other,0,3,3
2011-12-31,United States,US,Google Places,Privacy and Security,0,1,1
2011-12-31,United States,US,Google Sites,Defamation,2,0,2
2011-12-31,United States,US,Google+,Other,0,1,1
2011-12-31,United States,US,Web Search,Copyright,2,0,12
2011-12-31,United States,US,Web Search,Defamation,46,1,659
2011-12-31,United States,US,Web Search,Impersonation,1,2,3
2011-12-31,United States,US,Web Search,Other,7,0,36
2011-12-31,United States,US,Web Search,Privacy and Security,36,4,67
2011-12-31,United States,US,YouTube,Adult Content,0,1,1
2011-12-31,United States,US,YouTube,Copyright,0,1,1
2011-12-31,United States,US,YouTube,Defamation,0,4,4
2011-12-31,United States,US,YouTube,National Security,0,1,1
2011-12-31,United States,US,YouTube,Other,2,4,6
2011-12-31,United States,US,YouTube,Privacy and Security,0,14,1731
2011-12-31,United States,US,YouTube,Trademark,0,1,1
2011-12-31,United States,US,YouTube,Violence,0,10,14
2012-06-30,Argentina,AR,Blogger,Defamation,1,0,5
2012-06-30,Argentina,AR,Blogger,Hate Speech,0,1,3
2012-06-30,Argentina,AR,Blogger,Privacy and Security,2,0,2
2012-06-30,Argentina,AR,Web Search,Defamation,14,0,60
2012-06-30,Argentina,AR,Web Search,Privacy and Security,3,0,129
2012-06-30,Argentina,AR,Web Search: Autocomplete,Defamation,1,0,4
2012-06-30,Argentina,AR,YouTube,Privacy and Security,0,2,7
2012-06-30,Australia,AU,Google Sites,Defamation,0,1,4
2012-06-30,Australia,AU,Web Search,Copyright,2,0,27
2012-06-30,Australia,AU,Web Search,Defamation,1,0,3
2012-06-30,Australia,AU,Web Search,Privacy and Security,1,0,49
2012-06-30,Australia,AU,YouTube,Copyright,1,0,1
2012-06-30,Australia,AU,YouTube,Defamation,0,2,3
2012-06-30,Australia,AU,YouTube,Government Criticism,0,1,1
2012-06-30,Australia,AU,YouTube,Other,0,3,3
2012-06-30,Australia,AU,YouTube,Violence,0,1,1
2012-06-30,Austria,AT,Web Search,Defamation,2,0,10
2012-06-30,Azerbaijan,AZ,Panoramio,Hate Speech,0,1,1
2012-06-30,Azerbaijan,AZ,Web Search,Defamation,1,0,1
2012-06-30,Belgium,BE,YouTube,Adult Content,0,3,3
2012-06-30,Belgium,BE,YouTube,National Security,0,1,1
2012-06-30,Belgium,BE,YouTube,Privacy and Security,0,2,5
2012-06-30,Belgium,BE,YouTube,Violence,0,4,4
2012-06-30,Bosnia & Herzegovina,BA,Blogger,Defamation,1,0,1
2012-06-30,Brazil,BR,Blogger,Copyright,1,0,2
2012-06-30,Brazil,BR,Blogger,Defamation,15,3,171
2012-06-30,Brazil,BR,Blogger,Government Criticism,0,1,7
2012-06-30,Brazil,BR,Blogger,Impersonation,0,1,1
2012-06-30,Brazil,BR,Blogger,National Security,0,3,3
2012-06-30,Brazil,BR,Blogger,Other,0,1,1
2012-06-30,Brazil,BR,Blogger,Privacy and Security,3,0,20
2012-06-30,Brazil,BR,Gmail,Impersonation,1,0,1
2012-06-30,Brazil,BR,Gmail,Privacy and Security,0,1,1
2012-06-30,Brazil,BR,Google Docs,Privacy and Security,0,1,5
2012-06-30,Brazil,BR,Google Images,Privacy and Security,1,0,17
2012-06-30,Brazil,BR,Google Photos,Copyright,1,0,7
2012-06-30,Brazil,BR,Google Photos,Defamation,1,0,9
2012-06-30,Brazil,BR,Google Photos,Privacy and Security,2,0,18
2012-06-30,Brazil,BR,Google Videos,Privacy and Security,1,0,1
2012-06-30,Brazil,BR,Google+ Local,Privacy and Security,1,0,1
2012-06-30,Brazil,BR,Web Search,Copyright,1,0,13
2012-06-30,Brazil,BR,Web Search,Defamation,3,2,829
2012-06-30,Brazil,BR,Web Search,Other,1,0,2
2012-06-30,Brazil,BR,Web Search,Privacy and Security,0,1,1
2012-06-30,Brazil,BR,YouTube,Adult Content,0,1,2
2012-06-30,Brazil,BR,YouTube,Copyright,1,0,2
2012-06-30,Brazil,BR,YouTube,Defamation,42,3,137
2012-06-30,Brazil,BR,YouTube,National Security,0,2,6
2012-06-30,Brazil,BR,YouTube,Other,6,3,11
2012-06-30,Brazil,BR,YouTube,Privacy and Security,7,2,21
2012-06-30,Brazil,BR,YouTube,Violence,2,2,8
2012-06-30,Brazil,BR,orkut,Copyright,2,0,2
2012-06-30,Brazil,BR,orkut,Defamation,22,3,85
2012-06-30,Brazil,BR,orkut,Electoral Law,1,0,1
2012-06-30,Brazil,BR,orkut,Impersonation,22,0,889
2012-06-30,Brazil,BR,orkut,Other,3,18,30
2012-06-30,Brazil,BR,orkut,Privacy and Security,3,0,6
2012-06-30,Canada,CA,Blogger,Defamation,7,0,86
2012-06-30,Canada,CA,Google+,Defamation,3,0,3
2012-06-30,Canada,CA,Google+ Local,Defamation,0,1,1
2012-06-30,Canada,CA,Web Search,Defamation,5,0,48
2012-06-30,Canada,CA,Web Search,Privacy and Security,1,1,45
2012-06-30,Canada,CA,YouTube,Adult Content,0,1,1
2012-06-30,Canada,CA,YouTube,Copyright,0,1,4
2012-06-30,Canada,CA,YouTube,Defamation,0,7,13
2012-06-30,Canada,CA,YouTube,Privacy and Security,0,4,4
2012-06-30,Canada,CA,YouTube,Violence,0,2,2
2012-06-30,China,CN,Web Search,Government Criticism,0,1,1
2012-06-30,Cook Islands,CK,Web Search,Defamation,1,0,1
2012-06-30,Cyprus,CY,YouTube,Adult Content,0,1,1
2012-06-30,France,FR,Blogger,Defamation,20,2,40
2012-06-30,France,FR,Google Groups,Defamation,2,0,3
2012-06-30,France,FR,Google Images,Defamation,1,1,4
2012-06-30,France,FR,Google Images,Privacy and Security,1,1,2
2012-06-30,France,FR,Google+ Local,Privacy and Security,0,2,2
2012-06-30,France,FR,Web Search,Adult Content,0,1,1
2012-06-30,France,FR,Web Search,Defamation,6,1,119
2012-06-30,France,FR,Web Search,Privacy and Security,5,0,1026
2012-06-30,France,FR,Web Search: Autocomplete,Defamation,1,1,2
2012-06-30,France,FR,Web Search: Autocomplete,Privacy and Security,0,1,1
2012-06-30,France,FR,YouTube,Adult Content,0,6,6
2012-06-30,France,FR,YouTube,Defamation,1,0,1
2012-06-30,France,FR,YouTube,Hate Speech,0,4,22
2012-06-30,France,FR,YouTube,National Security,0,2,2
2012-06-30,France,FR,YouTube,Other,0,9,9
2012-06-30,France,FR,YouTube,Privacy and Security,1,2,7
2012-06-30,France,FR,YouTube,Violence,0,2,4
2012-06-30,Germany,DE,Blogger,Defamation,12,0,23
2012-06-30,Germany,DE,Blogger,Other,7,1,21
2012-06-30,Germany,DE,Blogger,Privacy and Security,1,0,1
2012-06-30,Germany,DE,Google AdWords,Copyright,3,0,9
2012-06-30,Germany,DE,Google Images,Privacy and Security,1,0,7
2012-06-30,Germany,DE,Google Maps,Hate Speech,0,2,2
2012-06-30,Germany,DE,Google Maps,Other,1,0,1
2012-06-30,Germany,DE,Google Photos,Other,1,0,6
2012-06-30,Germany,DE,Google+,Hate Speech,0,1,23
2012-06-30,Germany,DE,Google+ Local,Defamation,2,1,3
2012-06-30,Germany,DE,Web Search,Adult Content,0,6,112
2012-06-30,Germany,DE,Web Search,Defamation,143,2,858
2012-06-30,Germany,DE,Web Search,Other,1,0,2
2012-06-30,Germany,DE,Web Search,Privacy and Security,1,0,5
